Order_ID,Order_Date,Process_Path,Process_Step,Duration_Minutes,Employees,Hourly_Wage,Units_Processed,Target_Time,Status
ORD-052,2026-08-15,Standard Order,Packing,3.2,1,20.0,7,4.5,Completed
ORD-052,2026-08-15,Standard Order,Labeling,1.3,1,20.0,7,1.5,Completed
ORD-052,2026-08-15,Standard Order,Staging for Shipment,1.7,1,20.0,7,2.0,Completed
ORD-053,2026-08-01,Standard Order,Order Received,1.4,1,20.0,7,1.5,Completed
ORD-053,2026-08-01,Standard Order,Item Picking,4.9,1,20.0,7,7.0,Completed
ORD-053,2026-08-01,Standard Order,Quality Check,2.1,1,20.0,7,2.5,Completed
ORD-053,2026-08-01,Standard Order,Packing,3.4,1,20.0,7,4.5,Completed
ORD-053,2026-08-01,Standard Order,Labeling,1.0,1,20.0,7,1.5,Completed
ORD-053,2026-08-01,Standard Order,Staging for Shipment,1.7,1,20.0,7,2.0,Completed
ORD-054,2026-08-12,Standard Order,Order Received,1.9,1,20.0,15,1.5,Completed
ORD-054,2026-08-12,Standard Order,Item Picking,8.5,2,20.0,15,7.0,Completed
ORD-054,2026-08-12,Standard Order,Quality Check,4.0,1,20.0,15,2.5,Completed
ORD-054,2026-08-12,Standard Order,Packing,7.7,1,20.0,15,4.5,Completed
ORD-054,2026-08-12,Standard Order,Labeling,2.2,1,20.0,15,1.5,Completed
ORD-054,2026-08-12,Standard Order,Staging for Shipment,2.9,1,20.0,15,2.0,Completed
ORD-055,2026-08-10,Standard Order,Order Received,1.6,1,20.0,15,1.5,Completed
ORD-055,2026-08-10,Standard Order,Item Picking,10.4,1,20.0,15,7.0,Completed
ORD-055,2026-08-10,Standard Order,Quality Check,2.7,1,20.0,15,2.5,Completed
ORD-055,2026-08-10,Standard Order,Packing,4.2,2,20.0,15,4.5,Completed
ORD-055,2026-08-10,Standard Order,Labeling,1.6,1,20.0,15,1.5,Completed
ORD-055,2026-08-10,Standard Order,Staging for Shipment,2.3,1,20.0,15,2.0,Completed
ORD-056,2026-08-19,Standard Order,Order Received,1.7,1,20.0,14,1.5,Completed
ORD-056,2026-08-19,Standard Order,Item Picking,9.5,1,20.0,14,7.0,Completed
ORD-056,2026-08-19,Standard Order,Quality Check,3.0,1,20.0,14,2.5,Completed
ORD-056,2026-08-19,Standard Order,Packing,3.9,2,20.0,14,4.5,Completed
ORD-056,2026-08-19,Standard Order,Labeling,1.7,1,20.0,14,1.5,Completed
ORD-056,2026-08-19,Standard Order,Staging for Shipment,2.2,1,20.0,14,2.0,Completed
ORD-057,2026-08-11,Standard Order,Order Received,1.8,1,20.0,15,1.5,Completed
ORD-057,2026-08-11,Standard Order,Item Picking,6.3,2,20.0,15,7.0,Completed
ORD-057,2026-08-11,Standard Order,Quality Check,3.1,1,20.0,15,2.5,Completed
ORD-057,2026-08-11,Standard Order,Packing,6.2,1,20.0,15,4.5,Completed
ORD-057,2026-08-11,Standard Order,Labeling,1.7,1,20.0,15,1.5,Completed
ORD-057,2026-08-11,Standard Order,Staging for Shipment,2.5,1,20.0,15,2.0,Completed
ORD-058,2026-08-04,Standard Order,Order Received,1.1,1,20.0,9,1.5,Completed
ORD-058,2026-08-04,Standard Order,Item Picking,3.9,1,20.0,9,7.0,Completed
ORD-058,2026-08-04,Standard Order,Quality Check,1.9,1,20.0,9,2.5,Completed
ORD-058,2026-08-04,Standard Order,Packing,3.7,1,20.0,9,4.5,Completed
ORD-058,2026-08-04,Standard Order,Labeling,1.2,1,20.0,9,1.5,Completed
ORD-058,2026-08-04,Standard Order,Staging for Shipment,1.5,1,20.0,9,2.0,Completed
ORD-059,2026-08-09,Standard Order,Order Received,1.5,1,20.0,14,1.5,Completed
ORD-059,2026-08-09,Standard Order,Item Picking,6.5,2,20.0,14,7.0,Completed
ORD-059,2026-08-09,Standard Order,Quality Check,2.5,1,20.0,14,2.5,Completed
ORD-059,2026-08-09,Standard Order,Packing,5.2,1,20.0,14,4.5,Completed
ORD-059,2026-08-09,Standard Order,Labeling,1.5,1,20.0,14,1.5,Completed
ORD-059,2026-08-09,Standard Order,Staging for Shipment,1.9,1,20.0,14,2.0,Completed
ORD-060,2026-08-20,Standard Order,Order Received,1.5,1,20.0,7,1.5,Completed
ORD-060,2026-08-20,Standard Order,Item Picking,5.2,1,20.0,7,7.0,Completed
ORD-060,2026-08-20,Standard Order,Quality Check,2.0,1,20.0,7,2.5,Completed
ORD-060,2026-08-20,Standard Order,Packing,3.9,1,20.0,7,4.5,Completed
ORD-060,2026-08-20,Standard Order,Labeling,1.6,1,20.0,7,1.5,Completed
ORD-060,2026-08-20,Standard Order,Staging for Shipment,1.9,1,20.0,7,2.0,Completed
ORD-061,2026-08-30,Standard Order,Order Received,2.2,1,20.0,14,1.5,Completed
ORD-061,2026-08-30,Standard Order,Item Picking,12.5,1,20.0,14,7.0,Completed
ORD-061,2026-08-30,Standard Order,Quality Check,3.4,1,20.0,14,2.5,Completed
ORD-061,2026-08-30,Standard Order,Packing,8.1,1,20.0,14,4.5,Completed
ORD-061,2026-08-30,Standard Order,Labeling,2.2,1,20.0,14,1.5,Completed
ORD-061,2026-08-30,Standard Order,Staging for Shipment,3.1,1,20.0,14,2.0,Completed
ORD-062,2026-08-20,Standard Order,Order Received,1.6,1,20.0,15,1.5,Completed
ORD-062,2026-08-20,Standard Order,Item Picking,7.7,2,20.0,15,7.0,Completed
ORD-062,2026-08-20,Standard Order,Quality Check,3.1,1,20.0,15,2.5,Completed
ORD-062,2026-08-20,Standard Order,Packing,6.2,1,20.0,15,4.5,Completed
ORD-062,2026-08-20,Standard Order,Labeling,1.6,1,20.0,15,1.5,Completed
ORD-062,2026-08-20,Standard Order,Staging for Shipment,2.1,1,20.0,15,2.0,Completed
ORD-063,2026-08-09,Standard Order,Order Received,1.9,1,20.0,5,1.5,Completed
ORD-063,2026-08-09,Standard Order,Item Picking,5.4,1,20.0,5,7.0,Completed
ORD-063,2026-08-09,Standard Order,Quality Check,3.0,1,20.0,5,2.5,Completed
ORD-063,2026-08-09,Standard Order,Packing,4.6,1,20.0,5,4.5,Completed
ORD-063,2026-08-09,Standard Order,Labeling,1.5,1,20.0,5,1.5,Completed
ORD-063,2026-08-09,Standard Order,Staging for Shipment,2.0,1,20.0,5,2.0,Completed
ORD-064,2026-08-05,Standard Order,Order Received,1.4,1,20.0,5,1.5,Completed
ORD-064,2026-08-05,Standard Order,Item Picking,4.8,1,20.0,5,7.0,Completed
ORD-064,2026-08-05,Standard Order,Quality Check,2.2,1,20.0,5,2.5,Completed
ORD-064,2026-08-05,Standard Order,Packing,4.0,1,20.0,5,4.5,Completed
ORD-064,2026-08-05,Standard Order,Labeling,1.5,1,20.0,5,1.5,Completed
ORD-064,2026-08-05,Standard Order,Staging for Shipment,2.0,1,20.0,5,2.0,Completed
ORD-065,2026-08-28,Standard Order,Order Received,1.5,1,20.0,15,1.5,Completed
ORD-065,2026-08-28,Standard Order,Item Picking,9.6,1,20.0,15,7.0,Completed
ORD-065,2026-08-28,Standard Order,Quality Check,2.8,1,20.0,15,2.5,Completed
ORD-065,2026-08-28,Standard Order,Packing,4.4,1,20.0,15,4.5,Completed
ORD-065,2026-08-28,Standard Order,Labeling,1.5,1,20.0,15,1.5,Completed
ORD-065,2026-08-28,Standard Order,Staging for Shipment,2.0,1,20.0,15,2.0,Completed
ORD-066,2026-08-02,Standard Order,Order Received,1.1,1,20.0,7,1.5,Completed
ORD-066,2026-08-02,Standard Order,Item Picking,4.6,1,20.0,7,7.0,Completed
ORD-066,2026-08-02,Standard Order,Quality Check,1.8,1,20.0,7,2.5,Completed
ORD-066,2026-08-02,Standard Order,Packing,3.5,1,20.0,7,4.5,Completed
ORD-066,2026-08-02,Standard Order,Labeling,1.3,1,20.0,7,1.5,Completed
ORD-066,2026-08-02,Standard Order,Staging for Shipment,1.5,1,20.0,7,2.0,Completed
ORD-067,2026-08-16,Standard Order,Order Received,1.6,1,20.0,10,1.5,Completed
ORD-067,2026-08-16,Standard Order,Item Picking,9.1,1,20.0,10,7.0,Completed
ORD-067,2026-08-16,Standard Order,Quality Check,2.7,1,20.0,10,2.5,Completed
ORD-067,2026-08-16,Standard Order,Packing,4.6,1,20.0,10,4.5,Completed
ORD-067,2026-08-16,Standard Order,Labeling,1.6,1,20.0,10,1.5,Completed
ORD-067,2026-08-16,Standard Order,Staging for Shipment,2.3,1,20.0,10,2.0,Completed
ORD-068,2026-08-15,Standard Order,Order Received,1.3,1,20.0,11,1.5,Completed
ORD-068,2026-08-15,Standard Order,Item Picking,6.2,1,20.0,11,7.0,Completed
ORD-068,2026-08-15,Standard Order,Quality Check,2.2,1,20.0,11,2.5,Completed
ORD-068,2026-08-15,Standard Order,Packing,4.0,1,20.0,11,4.5,Completed
ORD-068,2026-08-15,Standard Order,Labeling,1.3,1,20.0,11,1.5,Completed
ORD-068,2026-08-15,Standard Order,Staging for Shipment,1.9,1,20.0,11,2.0,Completed
ORD-069,2026-08-15,Standard Order,Order Received,1.3,1,20.0,15,1.5,Completed
ORD-069,2026-08-15,Standard Order,Item Picking,7.9,1,20.0,15,7.0,Completed
ORD-069,2026-08-15,Standard Order,Quality Check,2.3,1,20.0,15,2.5,Completed
ORD-069,2026-08-15,Standard Order,Packing,4.9,1,20.0,15,4.5,Completed
ORD-069,2026-08-15,Standard Order,Labeling,1.4,1,20.0,15,1.5,Completed
ORD-069,2026-08-15,Standard Order,Staging for Shipment,1.9,1,20.0,15,2.0,Completed
ORD-070,2026-08-29,Standard Order,Order Received,1.6,1,20.0,13,1.5,Completed
ORD-070,2026-08-29,Standard Order,Item Picking,8.2,1,20.0,13,7.0,Completed
ORD-070,2026-08-29,Standard Order,Quality Check,2.6,1,20.0,13,2.5,Completed
ORD-070,2026-08-29,Standard Order,Packing,4.7,1,20.0,13,4.5,Completed
ORD-070,2026-08-29,Standard Order,Labeling,1.6,1,20.0,13,1.5,Completed
ORD-070,2026-08-29,Standard Order,Staging for Shipment,1.7,1,20.0,13,2.0,Completed
ORD-071,2026-08-24,Standard Order,Order Received,1.4,1,20.0,11,1.5,Completed
ORD-071,2026-08-24,Standard Order,Item Picking,6.7,1,20.0,11,7.0,Completed
ORD-071,2026-08-24,Standard Order,Quality Check,2.2,1,20.0,11,2.5,Completed
ORD-071,2026-08-24,Standard Order,Packing,3.7,1,20.0,11,4.5,Completed
ORD-071,2026-08-24,Standard Order,Labeling,1.3,1,20.0,11,1.5,Completed
ORD-071,2026-08-24,Standard Order,Staging for Shipment,1.7,1,20.0,11,2.0,Completed
ORD-072,2026-08-13,Standard Order,Order Received,1.8,1,20.0,5,1.5,Completed
ORD-072,2026-08-13,Standard Order,Item Picking,6.7,1,20.0,5,7.0,Completed
ORD-072,2026-08-13,Standard Order,Quality Check,3.0,1,20.0,5,2.5,Completed
ORD-072,2026-08-13,Standard Order,Packing,4.7,1,20.0,5,4.5,Completed
ORD-072,2026-08-13,Standard Order,Labeling,2.1,1,20.0,5,1.5,Completed
ORD-072,2026-08-13,Standard Order,Staging for Shipment,2.7,1,20.0,5,2.0,Completed
ORD-073,2026-08-14,Standard Order,Order Received,1.7,1,20.0,11,1.5,Completed
ORD-073,2026-08-14,Standard Order,Item Picking,8.7,1,20.0,11,7.0,Completed
ORD-073,2026-08-14,Standard Order,Quality Check,2.2,1,20.0,11,2.5,Completed
ORD-073,2026-08-14,Standard Order,Packing,5.3,1,20.0,11,4.5,Completed
ORD-073,2026-08-14,Standard Order,Labeling,1.7,1,20.0,11,1.5,Completed
ORD-073,2026-08-14,Standard Order,Staging for Shipment,2.4,1,20.0,11,2.0,Completed
ORD-074,2026-08-16,Standard Order,Order Received,1.5,1,20.0,7,1.5,Completed
ORD-074,2026-08-16,Standard Order,Item Picking,6.2,1,20.0,7,7.0,Completed
ORD-074,2026-08-16,Standard Order,Quality Check,2.2,1,20.0,7,2.5,Completed
ORD-074,2026-08-16,Standard Order,Packing,3.6,1,20.0,7,4.5,Completed
ORD-074,2026-08-16,Standard Order,Labeling,1.4,1,20.0,7,1.5,Completed
ORD-074,2026-08-16,Standard Order,Staging for Shipment,1.8,1,20.0,7,2.0,Completed
ORD-075,2026-08-22,Standard Order,Order Received,1.2,1,20.0,9,1.5,Completed
ORD-075,2026-08-22,Standard Order,Item Picking,5.6,1,20.0,9,7.0,Completed
ORD-075,2026-08-22,Standard Order,Quality Check,1.9,1,20.0,9,2.5,Completed
ORD-075,2026-08-22,Standard Order,Packing,3.4,1,20.0,9,4.5,Completed
ORD-075,2026-08-22,Standard Order,Labeling,1.1,1,20.0,9,1.5,Completed
ORD-075,2026-08-22,Standard Order,Staging for Shipment,1.6,1,20.0,9,2.0,Completed
ORD-076,2026-08-14,Priority Order,Order Received,0.7,1,20.0,6,1.0,Completed
ORD-076,2026-08-14,Priority Order,Item Picking,3.1,2,20.0,6,4.5,Completed
ORD-076,2026-08-14,Priority Order,Quality Check,1.8,1,20.0,6,2.0,Completed
ORD-076,2026-08-14,Priority Order,Packing,3.1,1,20.0,6,3.5,Completed
ORD-076,2026-08-14,Priority Order,Labeling,1.1,1,20.0,6,1.2,Completed
ORD-076,2026-08-14,Priority Order,Staging for Shipment,1.2,1,20.0,6,1.5,Completed
ORD-077,2026-08-26,Priority Order,Order Received,1.1,1,20.0,4,1.0,Completed
ORD-077,2026-08-26,Priority Order,Item Picking,3.6,1,20.0,4,4.5,Completed
ORD-077,2026-08-26,Priority Order,Quality Check,1.8,1,20.0,4,2.0,Completed
ORD-077,2026-08-26,Priority Order,Packing,2.2,2,20.0,4,3.5,Completed
ORD-077,2026-08-26,Priority Order,Labeling,1.1,1,20.0,4,1.2,Completed
ORD-077,2026-08-26,Priority Order,Staging for Shipment,1.4,1,20.0,4,1.5,Completed
ORD-078,2026-08-26,Priority Order,Order Received,1.1,1,20.0,9,1.0,Completed
ORD-078,2026-08-26,Priority Order,Item Picking,7.1,1,20.0,9,4.5,Completed
ORD-078,2026-08-26,Priority Order,Quality Check,2.0,1,20.0,9,2.0,Completed
ORD-078,2026-08-26,Priority Order,Packing,3.0,2,20.0,9,3.5,Completed
ORD-078,2026-08-26,Priority Order,Labeling,1.2,1,20.0,9,1.2,Completed
ORD-078,2026-08-26,Priority Order,Staging for Shipment,1.3,2,20.0,9,1.5,Completed
ORD-079,2026-08-02,Priority Order,Order Received,0.9,1,20.0,7,1.0,Completed
ORD-079,2026-08-02,Priority Order,Item Picking,3.7,2,20.0,7,4.5,Completed
ORD-079,2026-08-02,Priority Order,Quality Check,2.1,1,20.0,7,2.0,Completed
ORD-079,2026-08-02,Priority Order,Packing,4.6,1,20.0,7,3.5,Completed
ORD-079,2026-08-02,Priority Order,Labeling,1.1,1,20.0,7,1.2,Completed
ORD-079,2026-08-02,Priority Order,Staging for Shipment,1.0,2,20.0,7,1.5,Completed
ORD-080,2026-08-09,Priority Order,Order Received,1.1,1,20.0,7,1.0,Completed
ORD-080,2026-08-09,Priority Order,Item Picking,5.3,1,20.0,7,4.5,Completed
ORD-080,2026-08-09,Priority Order,Quality Check,2.1,1,20.0,7,2.0,Completed
ORD-080,2026-08-09,Priority Order,Packing,2.9,2,20.0,7,3.5,Completed
ORD-080,2026-08-09,Priority Order,Labeling,1.4,1,20.0,7,1.2,Completed
ORD-080,2026-08-09,Priority Order,Staging for Shipment,1.1,2,20.0,7,1.5,Completed
ORD-081,2026-08-22,Priority Order,Order Received,0.9,1,20.0,4,1.0,Completed
ORD-081,2026-08-22,Priority Order,Item Picking,4.2,1,20.0,4,4.5,Completed
ORD-081,2026-08-22,Priority Order,Quality Check,1.8,1,20.0,4,2.0,Completed
ORD-081,2026-08-22,Priority Order,Packing,3.4,1,20.0,4,3.5,Completed
ORD-081,2026-08-22,Priority Order,Labeling,1.1,1,20.0,4,1.2,Completed
ORD-081,2026-08-22,Priority Order,Staging for Shipment,1.6,1,20.0,4,1.5,Completed
ORD-082,2026-08-25,Priority Order,Order Received,1.0,1,20.0,1,1.0,Completed
ORD-082,2026-08-25,Priority Order,Item Picking,2.7,1,20.0,1,4.5,Completed
ORD-082,2026-08-25,Priority Order,Quality Check,1.7,1,20.0,1,2.0,Completed
ORD-082,2026-08-25,Priority Order,Packing,2.5,1,20.0,1,3.5,Completed
ORD-082,2026-08-25,Priority Order,Labeling,1.1,1,20.0,1,1.2,Completed
ORD-082,2026-08-25,Priority Order,Staging for Shipment,1.2,1,20.0,1,1.5,Completed
ORD-083,2026-08-21,Priority Order,Order Received,0.9,1,20.0,10,1.0,Completed
ORD-083,2026-08-21,Priority Order,Item Picking,4.6,2,20.0,10,4.5,Completed
ORD-083,2026-08-21,Priority Order,Quality Check,2.1,1,20.0,10,2.0,Completed
ORD-083,2026-08-21,Priority Order,Packing,2.9,2,20.0,10,3.5,Completed
ORD-083,2026-08-21,Priority Order,Labeling,1.2,1,20.0,10,1.2,Completed
ORD-083,2026-08-21,Priority Order,Staging for Shipment,1.8,1,20.0,10,1.5,Completed
ORD-084,2026-08-15,Priority Order,Order Received,1.2,1,20.0,5,1.0,Completed
ORD-084,2026-08-15,Priority Order,Item Picking,3.5,2,20.0,5,4.5,Completed
ORD-084,2026-08-15,Priority Order,Quality Check,2.1,1,20.0,5,2.0,Completed
ORD-084,2026-08-15,Priority Order,Packing,3.8,1,20.0,5,3.5,Completed
ORD-084,2026-08-15,Priority Order,Labeling,1.3,1,20.0,5,1.2,Completed
ORD-084,2026-08-15,Priority Order,Staging for Shipment,1.7,1,20.0,5,1.5,Completed
ORD-085,2026-08-11,Priority Order,Order Received,1.2,1,20.0,9,1.0,Completed
ORD-085,2026-08-11,Priority Order,Item Picking,4.7,2,20.0,9,4.5,Completed
ORD-085,2026-08-11,Priority Order,Quality Check,2.5,1,20.0,9,2.0,Completed
ORD-085,2026-08-11,Priority Order,Packing,3.9,2,20.0,9,3.5,Completed
ORD-085,2026-08-11,Priority Order,Labeling,1.6,1,20.0,9,1.2,Completed
ORD-085,2026-08-11,Priority Order,Staging for Shipment,1.8,1,20.0,9,1.5,Completed
ORD-086,2026-08-13,Priority Order,Order Received,0.7,1,20.0,4,1.0,Completed
ORD-086,2026-08-13,Priority Order,Item Picking,2.7,1,20.0,4,4.5,Completed
ORD-086,2026-08-13,Priority Order,Quality Check,1.6,1,20.0,4,2.0,Completed
ORD-086,2026-08-13,Priority Order,Packing,1.8,2,20.0,4,3.5,Completed
ORD-086,2026-08-13,Priority Order,Labeling,0.9,1,20.0,4,1.2,Completed
ORD-086,2026-08-13,Priority Order,Staging for Shipment,1.1,1,20.0,4,1.5,Completed
ORD-087,2026-08-20,Priority Order,Order Received,1.0,1,20.0,1,1.0,Completed
ORD-087,2026-08-20,Priority Order,Item Picking,1.7,2,20.0,1,4.5,Completed
ORD-087,2026-08-20,Priority Order,Quality Check,1.8,1,20.0,1,2.0,Completed
ORD-087,2026-08-20,Priority Order,Packing,1.7,2,20.0,1,3.5,Completed
ORD-087,2026-08-20,Priority Order,Labeling,1.1,1,20.0,1,1.2,Completed
ORD-087,2026-08-20,Priority Order,Staging for Shipment,1.0,2,20.0,1,1.5,Completed
ORD-088,2026-08-26,Priority Order,Order Received,0.8,1,20.0,10,1.0,Completed
ORD-088,2026-08-26,Priority Order,Item Picking,4.2,2,20.0,10,4.5,Completed
ORD-088,2026-08-26,Priority Order,Quality Check,1.7,1,20.0,10,2.0,Completed
ORD-088,2026-08-26,Priority Order,Packing,3.8,1,20.0,10,3.5,Completed
ORD-088,2026-08-26,Priority Order,Labeling,0.9,1,20.0,10,1.2,Completed
ORD-088,2026-08-26,Priority Order,Staging for Shipment,1.4,1,20.0,10,1.5,Completed
ORD-089,2026-08-06,Priority Order,Order Received,0.9,1,20.0,2,1.0,Completed
ORD-089,2026-08-06,Priority Order,Item Picking,1.9,2,20.0,2,4.5,Completed
ORD-089,2026-08-06,Priority Order,Quality Check,1.9,1,20.0,2,2.0,Completed
ORD-089,2026-08-06,Priority Order,Packing,3.0,1,20.0,2,3.5,Completed
ORD-089,2026-08-06,Priority Order,Labeling,1.2,1,20.0,2,1.2,Completed
ORD-089,2026-08-06,Priority Order,Staging for Shipment,1.6,1,20.0,2,1.5,Completed
ORD-090,2026-08-07,Priority Order,Order Received,1.0,1,20.0,1,1.0,Completed
ORD-090,2026-08-07,Priority Order,Item Picking,2.5,1,20.0,1,4.5,Completed
ORD-090,2026-08-07,Priority Order,Quality Check,1.6,1,20.0,1,2.0,Completed
ORD-090,2026-08-07,Priority Order,Packing,1.6,2,20.0,1,3.5,Completed
ORD-090,2026-08-07,Priority Order,Labeling,1.1,1,20.0,1,1.2,Completed
ORD-090,2026-08-07,Priority Order,Staging for Shipment,1.4,1,20.0,1,1.5,Completed
ORD-091,2026-08-28,Priority Order,Order Received,1.1,1,20.0,1,1.0,Completed
ORD-091,2026-08-28,Priority Order,Item Picking,1.9,2,20.0,1,4.5,Completed
ORD-091,2026-08-28,Priority Order,Quality Check,1.8,1,20.0,1,2.0,Completed
ORD-091,2026-08-28,Priority Order,Packing,2.1,2,20.0,1,3.5,Completed
ORD-091,2026-08-28,Priority Order,Labeling,1.2,1,20.0,1,1.2,Completed
ORD-091,2026-08-28,Priority Order,Staging for Shipment,1.5,1,20.0,1,1.5,Completed
ORD-092,2026-08-24,Priority Order,Order Received,1.0,1,20.0,2,1.0,Completed
ORD-092,2026-08-24,Priority Order,Item Picking,1.9,2,20.0,2,4.5,Completed
ORD-092,2026-08-24,Priority Order,Quality Check,2.1,1,20.0,2,2.0,Completed
ORD-092,2026-08-24,Priority Order,Packing,2.8,1,20.0,2,3.5,Completed
ORD-092,2026-08-24,Priority Order,Labeling,1.3,1,20.0,2,1.2,Completed
ORD-092,2026-08-24,Priority Order,Staging for Shipment,1.5,1,20.0,2,1.5,Completed
ORD-093,2026-08-12,Priority Order,Order Received,1.1,1,20.0,1,1.0,Completed
ORD-093,2026-08-12,Priority Order,Item Picking,2.8,1,20.0,1,4.5,Completed
ORD-093,2026-08-12,Priority Order,Quality Check,1.9,1,20.0,1,2.0,Completed
ORD-093,2026-08-12,Priority Order,Packing,1.9,2,20.0,1,3.5,Completed
ORD-093,2026-08-12,Priority Order,Labeling,1.1,1,20.0,1,1.2,Completed
ORD-093,2026-08-12,Priority Order,Staging for Shipment,1.0,2,20.0,1,1.5,Completed
ORD-094,2026-08-29,Priority Order,Order Received,1.0,1,20.0,8,1.0,Completed
ORD-094,2026-08-29,Priority Order,Item Picking,4.2,2,20.0,8,4.5,Completed
ORD-094,2026-08-29,Priority Order,Quality Check,2.1,1,20.0,8,2.0,Completed
ORD-094,2026-08-29,Priority Order,Packing,4.1,1,20.0,8,3.5,Completed
ORD-094,2026-08-29,Priority Order,Labeling,1.3,1,20.0,8,1.2,Completed
ORD-094,2026-08-29,Priority Order,Staging for Shipment,1.2,2,20.0,8,1.5,Completed
ORD-095,2026-08-20,Priority Order,Order Received,1.1,1,20.0,6,1.0,Completed
ORD-095,2026-08-20,Priority Order,Item Picking,4.7,2,20.0,6,4.5,Completed
ORD-095,2026-08-20,Priority Order,Quality Check,2.7,1,20.0,6,2.0,Completed
ORD-095,2026-08-20,Priority Order,Packing,5.1,1,20.0,6,3.5,Completed
ORD-095,2026-08-20,Priority Order,Labeling,1.6,1,20.0,6,1.2,Completed
ORD-095,2026-08-20,Priority Order,Staging for Shipment,1.9,1,20.0,6,1.5,Completed
ORD-096,2026-08-21,Priority Order,Order Received,0.9,1,20.0,5,1.0,Completed
ORD-096,2026-08-21,Priority Order,Item Picking,3.5,2,20.0,5,4.5,Completed
ORD-096,2026-08-21,Priority Order,Quality Check,1.9,1,20.0,5,2.0,Completed
ORD-096,2026-08-21,Priority Order,Packing,3.8,1,20.0,5,3.5,Completed
ORD-096,2026-08-21,Priority Order,Labeling,1.2,1,20.0,5,1.2,Completed
ORD-096,2026-08-21,Priority Order,Staging for Shipment,1.6,1,20.0,5,1.5,Completed
ORD-097,2026-08-14,Priority Order,Order Received,1.1,1,20.0,5,1.0,Completed
ORD-097,2026-08-14,Priority Order,Item Picking,3.1,2,20.0,5,4.5,Completed
ORD-097,2026-08-14,Priority Order,Quality Check,2.0,1,20.0,5,2.0,Completed
ORD-097,2026-08-14,Priority Order,Packing,3.1,1,20.0,5,3.5,Completed
ORD-097,2026-08-14,Priority Order,Labeling,1.2,1,20.0,5,1.2,Completed
ORD-097,2026-08-14,Priority Order,Staging for Shipment,1.5,1,20.0,5,1.5,Completed
ORD-098,2026-08-27,Priority Order,Order Received,1.1,1,20.0,7,1.0,Completed
ORD-098,2026-08-27,Priority Order,Item Picking,4.9,2,20.0,7,4.5,Completed
ORD-098,2026-08-27,Priority Order,Quality Check,2.2,1,20.0,7,2.0,Completed
ORD-098,2026-08-27,Priority Order,Packing,3.2,2,20.0,7,3.5,Completed
ORD-098,2026-08-27,Priority Order,Labeling,1.2,1,20.0,7,1.2,Completed
ORD-098,2026-08-27,Priority Order,Staging for Shipment,1.9,1,20.0,7,1.5,Completed
ORD-099,2026-08-17,Priority Order,Order Received,1.1,1,20.0,6,1.0,Completed
ORD-099,2026-08-17,Priority Order,Item Picking,4.0,2,20.0,6,4.5,Completed
ORD-099,2026-08-17,Priority Order,Quality Check,2.1,1,20.0,6,2.0,Completed
ORD-099,2026-08-17,Priority Order,Packing,2.7,2,20.0,6,3.5,Completed
ORD-099,2026-08-17,Priority Order,Labeling,1.2,1,20.0,6,1.2,Completed
ORD-099,2026-08-17,Priority Order,Staging for Shipment,1.6,1,20.0,6,1.5,Completed
ORD-100,2026-08-27,Priority Order,Order Received,0.9,1,20.0,5,1.0,Completed
ORD-100,2026-08-27,Priority Order,Item Picking,4.2,1,20.0,5,4.5,Completed
ORD-100,2026-08-27,Priority Order,Quality Check,2.1,1,20.0,5,2.0,Completed
ORD-100,2026-08-27,Priority Order,Packing,3.2,1,20.0,5,3.5,Completed
ORD-100,2026-08-27,Priority Order,Labeling,1.1,1,20.0,5,1.2,Completed
ORD-100,2026-08-27,Priority Order,Staging for Shipment,1.4,1,20.0,5,1.5,Completed
ORD-101,2026-08-06,Priority Order,Order Received,1.4,1,20.0,6,1.0,Completed
ORD-101,2026-08-06,Priority Order,Item Picking,4.7,2,20.0,6,4.5,Completed
ORD-101,2026-08-06,Priority Order,Quality Check,2.7,1,20.0,6,2.0,Completed
ORD-101,2026-08-06,Priority Order,Packing,4.8,1,20.0,6,3.5,Completed
ORD-101,2026-08-06,Priority Order,Labeling,1.6,1,20.0,6,1.2,Completed
ORD-101,2026-08-06,Priority Order,Staging for Shipment,2.1,1,20.0,6,1.5,Completed
ORD-102,2026-08-29,Priority Order,Order Received,1.0,1,20.0,2,1.0,Completed
ORD-102,2026-08-29,Priority Order,Item Picking,2.3,1,20.0,2,4.5,Completed
ORD-102,2026-08-29,Priority Order,Quality Check,1.6,1,20.0,2,2.0,Completed
ORD-102,2026-08-29,Priority Order,Packing,3.0,1,20.0,2,3.5,Completed
ORD-102,2026-08-29,Priority Order,Labeling,1.2,1,20.0,2,1.2,Completed
ORD-102,2026-08-29,Priority Order,Staging for Shipment,1.2,1,20.0,2,1.5,Completed
ORD-103,2026-08-10,Priority Order,Order Received,1.1,1,20.0,8,1.0,Completed
ORD-103,2026-08-10,Priority Order,Item Picking,6.9,1,20.0,8,4.5,Completed
ORD-103,2026-08-10,Priority Order,Quality Check,2.3,1,20.0,8,2.0,Completed
ORD-103,2026-08-10,Priority Order,Packing,3.0,2,20.0,8,3.5,Completed
ORD-103,2026-08-10,Priority Order,Labeling,1.4,1,20.0,8,1.2,Completed
ORD-103,2026-08-10,Priority Order,Staging for Shipment,1.4,2,20.0,8,1.5,Completed
ORD-104,2026-08-21,Priority Order,Order Received,1.0,1,20.0,9,1.0,Completed
